project,parallel_core,parallel_generation,parallel_reduction,parallel_before_tests,parallel_after_tests,coverage_core,coverage_generation,coverage_reduction,coverage_before_tests,coverage_after_tests,mutation_core,mutation_generation,mutation_reduction,mutation_before_tests,mutation_after_tests
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisher-L174_L178,7192,322154,35010,16,5,4370,362065,32,18,3,8059,446422,34312,19,1
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisherTest-L102_L105,7045,1138322,36178,13,3,4484,2110895,7,13,0,7373,497692,35404,13,2
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http1Response-L62_L66,7206,258764,33385,12,5,4367,367964,38,14,2,8072,370226,32833,9,3
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http2Connection-L355_L359,7118,612757,31357,4,4,4489,1025337,38,4,1,8298,241541,30839,3,1
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-NettyResponseAdaptor-L153_L157,7180,1829040,33452,15,6,4391,385297,29,22,2,8180,370668,33330,10,2
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RateLimiterImpl-L42_L45,7212,256763,39137,36,24,4377,167275,24,13,2,8092,414638,37682,17,3
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L147_L152,7179,1141461,37173,90,9,4480,1327960,39,16,2,8208,485292,33764,9,2
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L71_L76,7148,1868229,75791,29,10,4433,2581471,408,22,3,8296,405487,38513,41,2
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductFilterInput-L1411_L1416,7305,2048838,43753,56,8,5015,4618556,49,55,1,10599,403914,41961,6,1
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductSortInput-L1270_L1275,7398,2110750,43301,52,9,5053,4646419,96,58,1,10620,405284,41723,6,1
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-BmpImage-L401_L415,6669,1001121,118614,144,6,4061,369815,20,30,1,7483,561854,104108,31,1
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-HTMLWorker-L285_L290,6343,477197,33791,21,16,4104,1405577,46,22,2,7625,192540,32557,8,2
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-PushbuttonField-L476_L492,6437,995355,66796,151,23,4090,331652,20,35,1,8749,506449,57324,40,2
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SAXiTextHandler-L460_L474,6471,2022539,55556,22,21,4128,3399525,72,33,5,7523,300715,53530,19,4
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SimpleXMLParser-L377_L383,6419,1043861,46987,16,9,4107,1844717,46,16,2,7626,345782,46200,14,2
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-TiffImage-L494_L502,6520,1014874,116892,14,10,4045,397672,33,12,1,8683,684286,115014,13,1
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-WebServiceInvoker-L99_L103,4374,1067618,27487,12,12,2736,166973,27,4,1,8348,162726,26265,5,1
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1023_L1033,4975,974767,38146,62,22,3246,2439278,74,58,2,10383,1044230,37512,57,1
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1041_L1047,4903,948423,31042,88,87,3230,2411440,71,91,1,10372,391365,29877,49,1
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1056_L1066,4950,1017850,47039,140,44,3225,2363161,130,121,3,10362,447835,44075,92,3
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L133_L140,4956,498459,46782,28,6,3124,170415,20,18,1,7119,355119,46502,20,3
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L182_L185,5035,987451,29042,7,5,3181,156744,24,4,1,6953,158875,28232,4,1
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L223_L227,6264,1152240,33871,49,2,4404,2012462,26,49,1,8022,328637,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L532_L533,6268,1154111,44307,1,1,4363,160376,18,1,0,7977,271026,43872,1,1
apache-commons-compress-ca1052f1347e301b46b1224d6b92198699663763-ParallelScatterZipCreatorTest-L325_L329,9766,1577551,0,0,0,6357,3208095,10,141,0,13992,63872,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L391_L407,7908,1109904,57220,13,8,5123,1973037,49,11,2,8941,407864,56412,6,1
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1114_L1114,3751,1046135,46885,190,5,2549,153302,20,11,1,6289,168776,40674,11,1
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1404_L1404,3757,1049097,47445,190,5,2583,153337,24,11,1,6248,167527,40583,11,1
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1795_L1797,3667,1075452,37364,209,12,2588,151952,20,5,1,6514,226143,28141,10,2
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L725_L728,3798,1010628,50964,92,6,2575,153892,18,9,1,6207,255690,48750,11,3
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L899_L902,3649,1020145,42902,88,5,2541,153341,19,8,1,6194,168787,41074,8,1
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L194_L201,6404,169035,40221,118,11,4137,164920,24,12,2,8797,171131,35269,12,3
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L224_L228,6416,127142,34499,13,13,4200,822112,35,13,1,8881,211832,33454,4,1
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L260_L268,6547,170073,51780,19,17,4159,163519,24,7,2,8845,279998,50561,10,2
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L274_L284,6404,396121,72300,77,59,4133,166253,26,18,2,8939,404520,64073,27,3
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L303_L305,6829,189429,40239,95,6,4130,163439,20,9,2,8765,169223,34720,9,2
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L492_L496,6871,187561,32333,7,7,4175,945432,45,7,1,8957,368888,31332,6,1
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImageEncoder-L448_L454,4793,1027008,51069,137,13,2946,157749,24,8,2,6411,247361,43326,12,2
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L1181_L1193,4728,1063180,257318,274,45,2958,196476,34,49,3,7080,949253,229922,251,4
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L216_L231,4635,1035688,55723,12,7,2993,1849434,41,9,1,7050,337057,54724,9,1
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L931_L943,4603,1039294,115286,214,10,2909,195804,27,48,2,6852,438681,95368,101,2
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L954_L966,4710,989374,101012,217,10,2928,190042,32,43,1,6811,425270,80013,96,3
ATLANTBH-owl-f808feae5b021ce37e7a937ab03bf3327be386ad-ServicesUtils-L47_L51,3166,976931,29052,103,13,2435,151443,29,12,2,5813,342353,25920,18,2
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L148_L149,4637,964421,43041,219,120,3156,159274,19,21,1,6711,164401,30694,21,1
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L249_L255,4526,894747,39634,20,2,3170,156125,20,10,1,6795,357188,38786,14,2
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L407_L417,4462,905956,46236,53,16,3201,168875,35,26,6,6718,186910,44098,26,3
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L371_L383,4286,1258718,41822,112,4,3323,432476,25,9,1,7610,769391,34275,14,2
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L408_L426,4219,1257469,47579,112,4,3321,475900,21,8,1,7581,651682,39413,11,2
Azure-azure-functions-java-worker-c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41-BindingDataStore-L104_L104,6645,669660,32097,38,4,4091,171028,21,3,1,7694,174346,30278,3,1
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-ProxyClient-L246_L254,2456,968241,32059,91,6,2087,1788698,40,120,2,5597,325015,26044,6,2
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-Proxy-L346_L349,2470,910371,26958,26,5,2037,154656,26,10,2,5914,151642,25582,10,2
ben-xo-cdjscrobbler-921fe5394227f1f602174b7c8935697904128d53-UpdateListener-L99_L109,2496,359943,25705,11,11,2187,1171672,42,11,1,5248,447363,24612,4,1
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-PlainJsonDocMappersImpl-L103_L108,3170,264485,34156,129,13,2675,1503790,48,131,3,5368,527802,28169,26,3
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-SolrServiceImpl-L139_L144,3166,420447,34010,128,12,2637,1179322,59,127,3,5551,621113,28735,34,3
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L542_L546,9454,633366,95961,110,6,6542,263121,30,8,1,10684,527034,81820,9,1
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L575_L587,9586,633018,164097,150,15,6566,687903,23,41,3,10920,1051664,138135,46,5
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-EditWindow-L287_L300,9540,632996,103635,103,3,6680,1577392,34,103,1,10322,775224,102734,102,1
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Model_lwo-L2980_L2997,9575,637938,338924,151,15,6496,358639,37,11,4,12891,822930,287514,75,5
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1286_L1294,9390,635579,258749,64,8,6540,726349,28,46,2,12114,1499636,258576,63,8
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1308_L1316,9541,796813,544159,87,9,6607,1052655,28,77,1,12177,2792763,549036,88,7
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1599_L1604,9575,635974,74054,126,9,6511,540349,24,19,2,11865,735954,67387,23,3
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1660_L1666,9412,635985,82983,24,9,6516,331511,20,8,1,11780,476747,81602,10,2
Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XI5250CrtFrame-L158_L165,3343,616334,29997,11,7,2433,152183,28,4,2,5777,222826,28859,7,2
bruceran-krpc-33c83d78574a472e3cbfc75afa87ec57253cc90c-Bootstrap-L598_L604,6712,623033,89165,97,5,4125,188372,25,6,2,9009,601598,88178,91,3
casbin-jcasbin-eb7f93118e4f6d93e44cd779ce17a2f5f2d81387-Model-L332_L336,5158,168616,65655,143,100,3403,158731,23,28,1,7028,524135,65321,143,4
cellsrg-tabbypdf-def8bb08e7733a9b87e593cb5363ef82581628c1-TableRegionDetector-L92_L95,4086,1011665,27198,21,9,2784,153552,23,8,1,5985,155313,26112,8,1
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-CCSecurity-L101_L113,7697,1252249,33526,17,15,4987,177797,24,7,2,13046,399968,33137,13,2
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-SecurityConfigItemValidator-L37_L40,7825,1243115,33462,51,8,4978,176741,28,6,2,12710,281168,31960,9,2
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-SecurityConfigItemValidator-L49_L52,7797,646158,40926,53,10,4951,186727,23,8,2,12740,298137,38962,12,2
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L131_L138,7695,1237399,33309,10,10,5014,2072566,37,14,1,9125,290733,32881,12,1
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L186_L196,7676,1237654,39145,13,10,5045,1370954,36,11,1,9184,405105,38792,10,1
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L225_L229,7555,1237928,34608,58,58,5008,176316,21,7,1,9101,179896,32356,7,1
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L253_L257,7856,1238289,34997,64,64,5015,2481444,29,51,1,9114,182777,32492,7,1
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L287_L294,7637,1238045,33158,12,12,5009,2072983,39,13,1,9169,289576,32881,12,1
codeine-cd-codeine-355463b17c671925bc8bd3951dabb98a150dfe36-HealthServlet-L32_L37,5012,696092,31318,17,12,3220,162180,25,5,2,6576,362385,30567,14,2
darmiel-eeee-f4114a3bf831ae88f6cca606f4d0f93ac09cc210-EntryMethod-L58_L63,2644,151845,24475,7,7,2100,793085,40,8,1,7056,143406,24026,2,1
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-SparqlResultsParser-L68_L75,7008,1141049,55056,128,6,4334,1764660,46,122,2,6608,523255,52826,112,3
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-SparqlResultsParser-L70_L72,7138,1181272,35152,106,7,4255,451813,30,16,2,6586,163216,30009,6,2
jfinal-jfinal-076e76a4941c989d7f535035295aa3d055123131-ProxyGenerator-L100_L110,6095,179784,31296,4,4,3951,960352,39,5,1,7979,374428,31254,4,1
jhunters-jprotobuf-0e326bf8704027adc8af182e7cebc0e7a9c38e30-PrecompileTask-L164_L168,6334,92970,0,0,0,3962,371918,6,0,0,7196,11775,0,0,0
jonatan-kazmierczak-class-visualizer-71015106c3316c02d366af71d9883c909d9ac772-GUIHandler-L35_L45,2613,613971,30978,2,2,2070,1244090,38,14,2,5048,197366,30713,1,1
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPAssignmentField-L56_L59,8749,1277887,48392,25,7,5534,304810,21,7,1,10095,367130,47725,7,1
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPProjectField-L52_L55,8953,1277620,47514,28,7,5467,303948,17,7,1,9648,295184,46600,7,1
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPResourceField-L55_L58,8906,1281781,48280,29,7,5479,301169,22,7,1,10157,328696,47417,7,1
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPTaskField-L55_L58,8825,1273455,49412,24,7,5561,281468,21,7,1,10227,296861,48236,7,1
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-Transcoding-L231_L245,3837,620565,93330,126,15,2723,180687,25,21,3,8650,310723,78240,25,6
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Lexer-L1178_L1183,3257,616658,66587,202,123,2426,1440897,63,196,2,6209,430387,53759,134,2
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L341_L349,3392,614886,57755,147,18,2389,159363,29,30,4,5528,182734,50371,30,7
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L352_L362,3295,615523,59582,173,17,2421,167858,20,49,2,5648,258012,50281,53,6
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L434_L442,3209,617079,79871,249,68,2368,158789,32,26,4,6071,253770,53300,30,5
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer-L2517_L2525,3682,1107780,85007,299,20,2581,80424,28,3,3,6948,276110,50762,107,2
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint-L737_L778,3630,1049176,546947,342,42,2575,90872,23,28,2,6362,1804810,484147,252,36
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint-L904_L912,3569,1079368,37415,162,6,2583,297414,32,13,2,6716,310713,32036,13,2
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorCodesPanel-L102_L108,4575,802495,0,0,0,3189,1553762,10,0,0,7100,315703,0,0,0
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider-L121_L131,4513,793024,0,0,0,3180,1477978,7,0,0,7000,244560,0,0,0
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-FontHandler-L129_L132,4046,618026,29113,103,79,2679,1182514,31,103,1,5794,230048,26102,19,1
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeAgreementGUI-L291_L295,4089,618510,32991,21,5,2687,1302721,40,19,2,6183,243205,31069,9,2
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper-L928_L935,6099,199446,38418,15,7,3794,937751,24,15,2,7974,213842,38440,15,2
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator-L745_L745,6147,309184,29064,1,1,3692,170031,17,1,1,7787,236169,28875,1,1
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-GodHandableAction-L418_L421,6057,181158,42477,15,10,3698,176555,31,15,1,7358,191329,41958,15,1
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-JsonUnifiedTextReadingFilter-L45_L52,5986,172607,32377,8,2,3805,827456,34,8,1,6885,240612,32121,7,1
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-MDCHook-L95_L98,5987,221459,30079,6,5,3841,899270,32,6,1,7094,338098,29719,3,1
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RequestLoggingFilter-L751_L754,5974,173756,30265,2,1,3806,975940,22,2,1,7645,340324,29922,2,1
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RestfulStructuredMethodVerifier-L423_L423,6066,175854,29558,14,3,3773,170198,19,12,1,7400,174002,29185,12,3
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-SimpleAsyncManager-L733_L736,6054,347722,37427,10,3,3780,167856,28,10,2,7721,358900,37520,10,2
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-ConnectionInfo-L507_L508,4530,998799,32479,9,5,3057,1508270,36,5,1,6556,461242,32093,4,1
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-FunctionNode-L105_L109,4561,947209,29930,124,17,2982,166993,19,5,1,6125,165789,27677,5,1
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapCanvas-L1732_L1734,4109,621804,133678,113,2,2836,169309,19,12,1,8716,497001,110978,13,2
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-regionName-L11_L23,2841,1265057,394830,107,26,2233,178259,23,70,3,6859,592306,328861,72,15
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-timeZone-L33_L81,2891,1259847,188582,126,29,2280,179804,66,91,25,6518,329722,177611,91,1
messai-engineering-Yuga-40b006970e6e9a1eb5fc13e739f22232c683a965-Yuga-L239_L245,3262,613468,110941,276,27,2286,156355,32,43,2,6480,377469,67436,81,4
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-AbstractParser-L324_L329,8120,2056463,203797,343,33,4826,181523,30,23,2,6641,473982,171548,124,3
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas-L122_L125,4257,226188,80298,8,2,3021,1066822,81,10,1,7135,445314,74189,3,1
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-Parser-L611_L613,4658,905477,46102,105,105,3094,2078791,48,115,1,7164,524268,45370,106,1
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Lexer-L1628_L1633,7957,862725,121414,62,15,5210,808791,22,35,2,9192,1046219,119745,42,8
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L1146_L1155,7968,632414,69393,23,5,5119,412104,23,20,1,11336,651070,71778,34,2
davidmoten-aws-maven-plugin-e027d61b07cdc0e8b915217f1f6aca9b0f41011d-BeanstalkRemovePortsMojo-L103_L108,4329,650843,28248,20,11,2709,153677,26,11,2,6977,156424,27714,11,2
delthas-JavaMP3-8b42e48a549813b43c99db9fef525286c888a082-Decoder-L711_L714,2806,1202114,206401,268,10,2207,151564,19,5,1,6859,1233829,96754,66,3
demidenko05-beigesoft-accounting-0170596e736d3cc69f70c88ced3b9d78f63ddca1-InvoiceReportPdf-L142_L148,4413,1665027,31268,42,34,2922,167684,23,18,2,6513,260329,29895,24,2
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcRefreshItemsInList-L776_L783,3521,980359,34415,37,14,2550,157119,30,11,2,6356,348684,32978,15,2
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcRefreshItemsInList-L798_L821,3523,619015,61015,16,4,2562,1162533,25,16,2,6772,334111,60698,16,2
dingjs-javaagent-aa1cea60d0042f58977fb5d42c16afca92ad589d-Executor-L282_L293,4199,1031888,137568,152,121,2845,192380,35,26,4,6974,554905,126954,37,5
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LookupSession-L302_L306,8485,646743,38929,64,12,6456,1737445,32,59,1,15479,190347,36579,3,1
domclick-kafka-logback-91d21ace796dd29ef953b86fcd7ebe55f43ca58d-KafkaAppender-L95_L104,2778,1247594,43705,40,15,2141,150700,25,10,3,5231,345816,40937,24,3
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L461_L466,3646,809342,245046,334,14,2831,149646,25,15,3,6004,1638291,256646,320,2
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L468_L473,3603,844735,262300,327,17,2791,149342,30,12,2,6158,665687,229792,120,2
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L523_L532,3598,866426,162377,140,125,2861,150057,26,12,2,6100,399051,93795,17,3
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L828_L839,3710,913788,326548,250,115,2762,153398,29,30,3,6238,946052,79060,42,6
errai-errai-d2edc4632373096f8d81c93f18cd874fa5501b90-JsTypeAntiInliningExtension-L94_L95,61992,164680,0,0,0,53221,1512810,8,0,0,19413,120909,0,0,0
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-ScalarAnalysis-L154_L163,2992,1239944,45929,37,29,2249,150006,35,8,6,5098,162183,42257,8,2
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-ScalarAnalysis-L88_L99,2970,1252744,69105,177,21,2266,155395,27,36,5,5243,252096,55729,43,7
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader-L350_L359,3040,1132971,62410,275,229,2271,1757581,139,266,3,5590,512608,43525,163,3
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L395_L406,3706,981620,97277,221,22,2473,165553,32,38,4,5837,278241,68006,43,6
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L431_L442,3550,915191,94549,205,18,2468,167902,27,44,5,5788,280659,69589,49,5
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L460_L471,3727,890511,94022,208,23,2480,170712,28,49,4,5776,209284,68651,49,5
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L497_L508,3586,914945,93291,203,20,2500,167070,36,42,4,5795,280567,68639,47,6
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L592_L607,3808,964246,87273,124,23,2458,169320,40,45,5,5769,213212,72302,45,5
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L631_L642,3718,944723,70587,109,20,2502,166058,31,36,4,5820,195717,58650,36,4
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L660_L671,3704,977502,70967,126,21,2480,164649,30,36,4,5777,195461,57909,36,4
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L697_L708,3655,977546,72653,115,24,2493,164789,31,36,4,5751,195818,58695,36,4
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-TimeOrderedEpochFactory-L415_L416,4404,180267,36825,1,1,2737,195654,22,1,0,5740,36543,0,0,0
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-TimeOrderedEpochFactory-L431_L434,4325,182634,34850,1,1,2737,197610,22,1,0,5782,36475,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AbstractDockerMojo-L496_L499,7807,229914,35360,23,6,4759,180093,25,17,2,8819,187400,34719,17,2
finmath-finmath-lib-ad5d22e93e335cd88c95f8f2d7ba6336e3947e68-Black76Model-L334_L342,12947,1511633,0,0,0,6831,2436258,8,0,0,9924,70497,0,0,0
finmath-finmath-lib-ad5d22e93e335cd88c95f8f2d7ba6336e3947e68-Black76Model-L351_L360,12565,1510637,0,0,0,6840,2439617,9,0,0,10269,70772,0,0,0
finos-messageml-utils-8dc8971aee55c36fbc2bce55a5e62ef254cc2eb9-BiContext-L101_L104,7384,777737,45777,167,24,4750,166196,29,11,1,8062,438644,34476,27,2
fizzed-jne-199d45bd8728807b61356fd1c0f17079b567ed60-JavaHomes-L211_L213,4150,1155335,34016,108,8,2883,153695,31,17,2,6337,157367,28981,17,2
forcedotcom-wsc-df588f1411b855687b9dfb5cfa69026e92ebb34e-MXParser-L1929_L1942,4119,1155902,146425,208,37,2793,196206,41,83,11,6765,470527,126706,94,11
forcedotcom-wsc-df588f1411b855687b9dfb5cfa69026e92ebb34e-MXParser-L1964_L1969,4141,1153421,56510,177,9,2864,162136,24,24,2,6744,367795,46220,27,3
