project,new events,unique new events,new events in fragment,unique new events in fragment,new traces,unique new traces,new traces with events in fragment,unique new traces with events in fragment,new violations,new unique violation,new violations in fragment,new unique violation in fragment
ThreeTen-threetenbp-bdf97bf72f4e5af7ae3c3af1ea8e3407c1451341-ZoneRulesProvider-L164_L167,3017,42,42,1,34,16,1,1,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L247_L251,532,198,532,3,198,9,3,3,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L751_L758,287,179,60,4,33,9,1,1,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L796_L801,287,179,60,4,33,9,1,1,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L870_L873,390,97,324,3,104,16,7,3,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Replacer-L409_L417,203,108,136,12,64,17,9,4,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Replacer-L439_L447,283,180,213,18,86,21,12,5,0,0,0,0
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Replacer-L439_L448,207,102,100,17,56,28,10,8,0,0,0,0
tvesalainen-bcc-8bfbb307418a422d57370b2df12fdfb1126f3407-Signature-L115_L133,10,5,0,0,5,5,0,0,0,0,0,0
uber-common-jvm-profiler-07ecfce5bbae89cae1415296d4c6eb7cdd7b7dfa-CpuAndMemoryProfiler-L131_L173,47,28,27,1,20,9,1,1,0,0,0,0
uber-common-jvm-profiler-07ecfce5bbae89cae1415296d4c6eb7cdd7b7dfa-StringUtils-L186_L214,90,89,84,6,31,18,6,5,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ConfigParser-L184_L189,0,0,0,0,0,0,0,0,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ConfigParser-L232_L248,5440,247,1172,4,408,28,4,4,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ConfigParser-L86_L142,0,0,0,0,0,0,0,0,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-DefaultParser-L46_L55,3147,476,239,3,158,82,2,2,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-FileUtils-L108_L126,12,9,6,1,9,9,1,1,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-FileUtils-L73_L82,5,5,0,0,5,5,0,0,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-JinjaParser-L147_L155,5112,36,18,1,1026,22,1,1,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-KeyMapper-L120_L146,53341,479,293,4,550,43,4,4,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-MetaDataParser-L203_L208,48,5,0,0,5,5,0,0,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ReferenceResolver-L228_L245,17420,566,344,2,350,57,3,3,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ReferenceResolver-L325_L349,150434,719,45223,9,2974,62,6,6,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ReferenceResolver-L328_L349,271794,941,70152,8,4668,50,5,5,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ReferenceResolver-L330_L348,99931,621,445,8,733,62,5,5,2,1,2,1
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-TomlParser-L130_L135,216,7,0,0,9,7,0,0,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-UnitResolver-L95_L125,162,82,73,4,118,13,4,4,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-Validator-L101_L142,28266,385,103,2,306,42,2,2,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ValueInferrer-L116_L125,57114,741,3196,2,577,30,2,2,0,0,0,0
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-ValueInferrer-L135_L144,43853,428,66,1,500,72,2,2,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-SolutionChecker-L171_L189,542,5,0,0,5,5,0,0,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-SolutionChecker-L172_L207,10075,75,7545,1,3101,10,6,1,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-SolutionChecker-L318_L320,901,59,86,2,59,19,2,2,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-Values-L59_L65,1115,8,20,1,46,8,1,1,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XNodeLeaf-L47_L52,575,11,4,1,8,8,1,1,2,1,2,1
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser-L296_L302,19,6,0,0,6,6,0,0,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser-L656_L671,45,18,30,2,20,9,2,2,0,0,0,0
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser-L812_L828,620,21,13,2,7,7,1,1,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-AbstractSegmentation-L148_L158,90,18,13,2,16,8,2,2,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-AutoDetector-L339_L359,23,8,3,1,8,8,1,1,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-BidirectionalMinimumMatching-L62_L82,12378,299,0,0,1137,166,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordAnalyzer-L82_L103,3980,17,3,1,9,7,1,1,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordTokenizer-L124_L152,16031,345,2,1,1658,193,1,1,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryFactory-L69_L77,14105,292,0,0,1504,167,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryTrie-L412_L419,266,5,0,0,5,5,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-GenericTrie-L74_L83,143,78,101,1,52,13,1,1,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-HotWord-L47_L57,14097,293,0,0,1492,167,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PersonName-L217_L248,51,5,0,0,5,5,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PersonName-L217_L251,20334,409,27,5,1830,223,5,5,1,1,1,1
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PersonName-L262_L298,22626,445,107,8,1991,230,6,6,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PersonName-L315_L357,630,211,205,34,30,10,4,4,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-StopWord-L128_L135,0,0,0,0,0,0,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-WordConfTools-L136_L165,14734,319,0,0,1574,184,0,0,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-WordConfTools-L149_L160,15900,352,20,2,1649,186,2,2,0,0,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-WordRefiner-L142_L191,16992,433,79,6,1927,242,9,7,15,1,0,0
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-WordRefiner-L144_L191,21384,466,288,5,3291,242,16,6,15,1,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-BytesRange-L31_L38,15,1,0,0,1,1,0,0,14,1,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-CORSConfigBuilder-L55_L60,0,0,0,0,0,0,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ForwardedHeader-L106_L217,655,55,51,2,54,29,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-HttpsConfigBuilder-L399_L409,156,16,31,2,16,10,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-JaxRSResponse-L241_L256,482,133,93,2,130,25,2,2,20,4,18,2
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-LinkHeaderDelegate-L27_L39,19,6,0,0,6,6,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MediaTypeDeterminer-L74_L96,673,154,203,4,86,22,4,4,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MuPathSegment-L78_L93,251,5,0,0,5,5,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MuPathSegment-L80_L92,7149,531,4883,2,301,21,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MuUriBuilder-L466_L493,2427,63,56,4,96,28,4,4,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MuUriBuilder-L500_L504,411,101,163,2,61,14,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-MuWebSocketSessionImpl-L109_L114,20,9,6,1,9,9,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-NettyRequestAdapter-L197_L211,1320,90,18,1,398,48,1,1,6,1,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-OpenApiDocumentor-L59_L75,117,34,31,2,26,11,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ParameterizedHeader-L170_L177,1297,26,14,10,22,12,10,4,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ParameterizedHeader-L88_L156,824,215,509,18,57,25,10,7,2,1,2,1
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ParameterizedHeader-L91_L147,585,224,226,33,89,30,25,9,1,1,1,1
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ParameterizedHeaderWithValue-L88_L181,452,41,34,1,40,22,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-ParameterObject-L39_L53,1039,312,1020,1,312,9,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-PathsObject-L17_L34,119,6,0,0,5,5,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReaderInputStreamAdapter-L159_L164,0,0,0,0,0,0,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L252_L273,1380,97,326,1,123,19,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandlerBuilder-L347_L364,583,9,7,2,8,8,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandlerBuilder-L347_L365,2191,95,175,3,74,17,3,3,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandlerBuilder-L538_L554,1079,34,12,2,14,14,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandler-L199_L288,202,30,6,1,79,20,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandler-L214_L287,57,29,6,1,27,19,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandler-L248_L286,21523,54,0,0,68,24,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandler-L295_L320,260,39,0,0,62,18,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RestHandler-L327_L346,0,0,0,0,0,0,0,0,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-SchemaObjectCustomizer-L39_L46,115,20,24,1,22,13,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-SseBroadcasterImpl-L116_L124,5266,104,3025,1,237,36,1,1,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-SseBroadcasterImpl-L94_L103,1060,42,39,2,36,11,2,2,0,0,0,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-UriPattern-L103_L172,375,160,284,75,113,20,72,10,0,0,0,0
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-SoapstoneOpenApiReader-L126_L185,22,7,2,1,7,7,1,1,0,0,0,0
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-SoapstoneOpenApiReader-L334_L354,997,76,225,2,73,13,2,2,0,0,0,0
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-TypeConverter-L558_L596,3538,66,203,5,90,18,5,5,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Blake3-L296_L306,289,69,288,3,69,6,3,3,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-DaitchMokotoffSoundex-L269_L306,43,10,42,2,10,7,2,2,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-DaitchMokotoffSoundex-L477_L536,15,12,6,1,10,8,1,1,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Digest-L61_L68,1,1,0,0,1,1,0,0,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Metaphone-L176_L378,1655,87,1623,36,52,34,24,22,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Metaphone-L176_L379,2831,388,2744,101,168,90,47,45,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-PhoneticEngine-L388_L440,13,9,5,1,8,8,1,1,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Sha2Crypt-L183_L543,83,6,0,0,6,6,0,0,0,0,0,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Sha2Crypt-L334_L380,5238,55,1268,5,6,6,1,1,3,2,3,2
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractSegment-L130_L135,6,3,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractTiffImageWriter-L123_L135,2590,159,247,6,181,53,7,7,46,2,46,2
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractTiffImageWriter-L212_L353,8817,44,52,7,34,21,7,7,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractTiffImageWriter-L225_L312,10626,678,1066,21,456,58,19,19,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractTiffImageWriter-L231_L287,8204,232,355,15,187,37,14,14,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-AbstractTiffImageWriter-L408_L516,549472,83,60,3,299,38,3,3,35,5,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BasicCParser-L174_L324,6,3,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BasicCParser-L399_L445,965,149,201,42,98,39,30,17,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BasicCParser-L400_L440,843,261,322,48,148,45,36,14,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BasicCParser-L48_L59,86,47,79,4,46,9,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BasicCParser-L55_L60,48,28,33,6,25,17,6,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-BinaryFunctions-L225_L231,18,15,11,2,14,5,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-DcxImageParser-L161_L166,113,33,24,2,32,10,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L107_L112,69,17,63,1,17,5,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L120_L125,492,168,446,6,154,23,6,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L182_L203,1652,137,1625,21,216,27,27,10,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L182_L204,1521,158,1484,26,206,27,31,11,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L210_L219,298,35,283,10,56,23,15,9,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L225_L233,201,42,187,9,48,21,11,8,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L225_L234,201,42,187,9,60,17,12,5,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L240_L252,290,89,231,14,90,22,15,8,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L288_L306,3230,58,90,7,24,16,4,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Debug-L290_L303,3005,19,9,7,17,10,7,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-ExifRewriter-L471_L521,552,232,266,5,149,32,5,5,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-ExifRewriter-L478_L521,5220,124,2572,3,79,19,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-GifImageParser-L164_L184,3716,30,20,4,28,12,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-GifImageParser-L507_L539,1934,134,177,2,80,18,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-GifImageParser-L507_L546,2601,207,371,4,125,32,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-GifImageParser-L729_L743,7,4,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IccProfileParser-L242_L285,428,13,2,1,10,9,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IcnsDecoder-L206_L269,657,13,2,1,12,10,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IcnsImageParser-L240_L265,14,10,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IcoImageParser-L510_L515,169,85,162,2,84,9,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-ImageBuilder-L111_L128,6,3,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-ImageDataReader-L207_L274,691,15,0,0,12,12,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-Imaging-L711_L803,100,10,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IptcParser-L120_L198,14,9,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IptcParser-L138_L181,587,90,394,9,100,33,9,9,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IptcParser-L212_L280,350,65,291,10,62,24,10,8,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-IptcParser-L460_L472,434,24,24,1,20,11,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegDecoder-L429_L571,33756,122,226,2,135,15,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageMetadata-L211_L232,302,158,149,23,43,19,14,7,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L171_L177,96,30,55,4,30,16,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L276_L281,9841,129,5555,4,81,23,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L91_L117,717,42,144,2,41,14,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegInputStream-L49_L64,7,4,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-MedianCutQuantizer-L123_L137,1794,28,15,2,27,15,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-MedianCutQuantizer-L89_L133,7988,208,293,11,284,50,11,11,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-MostPopulatedBoxesMedianCut-L30_L103,6187,98,192,4,200,12,8,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-MostPopulatedBoxesMedianCut-L30_L105,11929,582,960,12,1487,43,17,9,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PackBits-L85_L113,144,9,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PaletteFactory-L220_L248,6106,9,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PcxImageParser-L257_L357,543,115,258,6,111,19,6,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PcxImageParser-L264_L357,645,144,364,3,140,17,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PcxImageParser-L277_L371,3524,190,1574,4,177,12,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PhotometricInterpreterPalette-L56_L68,6,3,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PngChunkItxt-L54_L63,7,4,0,0,3,3,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PngImageParser-L102_L113,876,59,97,7,55,23,7,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PngImageParser-L560_L566,1282,85,110,3,53,20,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PngWriter-L313_L421,12,8,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PngWriter-L320_L421,53,21,30,3,20,14,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PnmImageParser-L208_L304,91,43,33,2,41,10,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-PsdImageParser-L152_L202,41,15,12,1,14,11,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-T4AndT6Compression-L381_L403,223,9,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-T4AndT6Compression-L535_L588,537318,38,48,2,46,18,2,2,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TagInfoGpsText-L81_L98,106,42,34,6,8,8,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageParser-L102_L105,665,88,67,3,49,24,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageParser-L255_L364,1424,80,37,6,167,38,6,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageParser-L730_L834,1352,50,6,1,169,33,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageWriterLossless-L100_L142,4922,478,637,11,281,42,11,11,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageWriterLossless-L233_L255,1938,212,254,5,122,25,4,4,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffImageWriterLossless-L250_L265,1692,182,194,5,252,44,5,5,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffOutputSet-L254_L276,16,8,0,0,8,8,0,0,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffOutputSet-L254_L278,967,331,486,30,76,24,18,6,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffReader-L446_L477,480,93,276,3,92,17,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-TiffTags-L82_L111,1170,51,41,7,49,15,7,7,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-WebPImageParser-L143_L154,573,35,0,0,151,28,0,0,4,4,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-XbmImageParser-L201_L206,10,7,3,1,6,4,1,1,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-XbmImageParser-L222_L304,154,30,18,3,30,13,3,3,0,0,0,0
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-XpmImageParser-L292_L305,803,43,11,2,79,27,2,2,0,0,0,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L672_L686,633,25,6,1,33,17,1,1,1,1,0,0
